Latitude,Longitude,Date,Text,Person,Original BBX,tweet id,lang,location,BBX method flag
38.78608222,8.99595361,Sat Mar 17 20:07:49 +0000 2018,#Blessed_Pastor! @ Harmony Hotel Addis Ababa https://t.co/JbufiWL0T1,Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",975101417336733697,en,Addis Ababa,False
38.74,9.03,Wed Mar 14 16:47:14 +0000 2018,"""ነገር ግን፦ ዓይን ያላየችው ጆሮም ያልሰማው በሰውም ልብ ያልታሰበው እግዚአብሔር ለሚወዱት ያዘጋጀው ተብሎ እንደተጻፈ፥ እንዲህ እንናገራለን።""
1ቆሮ… https://t.co/jQrfvxJDaR",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",973963779095408641,am,Addis Ababa,False
38.74,9.03,Mon Mar 12 09:05:20 +0000 2018,"— #ለመዳን #በክርስቶስ_ማመን እንጂ #ክርስቶስን_አውቃለሁ ማለት #አይጠቅምም።
— #በልብህ ከአመንክ #በአፍህ ስለ እርሱ/#ክርስቶስ/ #መስክር።
—… https://t.co/DOFHkLn0K1",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",973122761890525184,am,Addis Ababa,False
38.74,9.03,Sat Mar 10 18:22:26 +0000 2018,"ከእግዚአብሔር ከተወለድክ፤ በእርሱ ዘንድ የሌለ ጨለማ፣ ጥላቻ፣ ሀሜት፣ እና ወሬ በአንተ ዘንድ ምን ያደርጋል? @ Addis Ababa, Ethiopia https://t.co/FqY8aEH4V9",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",972538181974405120,am,Addis Ababa,False
38.75196962,9.01459536,Thu Mar 01 09:16:09 +0000 2018,የከበበህን/ሽን ማንኛውም የዓለም ሁኔታ ህመም፣ ጭንቀት፣ ድህነት፣ ግራ መጋባት፣ ሌላም ሊሆን ይችላል፤ ማሸነፍ የምትችልበት/ችይበት እምነት በኢየሱስ ስም… https://t.co/81ATLC2w55,Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",969139217136799745,am,Addis Ababa,False
38.7966505,8.98314028,Sun Feb 25 14:51:55 +0000 2018,"#Beloved_bro's @ Sheraton Addis, a Luxury Collection Hotel https://t.co/T0YYaRlpsO",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",967774164038819840,en,Addis Ababa,False
38.74,9.03,Thu Feb 22 06:03:33 +0000 2018,ዘመንህን #በእግዚአብሔር_ቃል ከሰራኸው፤ የማይታየው ዓለም #ሰላም፣ #ደስታ፣ #እረፍት፣ #በረከት፣ #ጤና፣ #ብልፅግና፣ ወዘተ ፤ በሚታየው ዓለም ውስጥ… https://t.co/SvmdszmB36,Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",966554032398635008,am,Addis Ababa,False
38.74,9.03,Wed Feb 21 05:56:07 +0000 2018,"#አማኝ ከሆንክ #የእግዚአብሔር_ሀይል ለአንተ #ለማዳን ይሰራልሃል።
#kiya_talk_show #Abiy_Taddele @ Addis Ababa, Ethiopia https://t.co/elehgVcPmW",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",966189774305419264,und,Addis Ababa,False
38.74,9.03,Fri Feb 16 05:50:52 +0000 2018,"#ETHIOPIA
እንደ አማኝ በአንድነት ለመቆም እና የሰላም ሰው ለመሆን ከምን ጊዜውም ይልቅ ጊዜው አሁን… https://t.co/hufKNN3aBZ",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",964376513733787651,am,Addis Ababa,False
38.74,9.03,Thu Feb 15 12:52:10 +0000 2018,"#ETHIOPIA
ከሚታየው ሁኔታ ይልቅ የማይታየው አምላክ የሚያስበው… https://t.co/SqV6Xll9su",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",964120147278680064,am,Addis Ababa,False
38.74,9.03,Wed Feb 14 08:35:52 +0000 2018,"#ዋ!_እጃችን_ገብቷል።
የቅርብ ወዳጅ መሆን ጥቅሙ እንግዲህ እዚህ ላይ ነው።
የፊታችን ቅዳሜ ሳምንት የካቲት 17/Feb 24 በደማቁ ተመርቆ ይለቀቃል።… https://t.co/BEaH2yhy4F",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",963693260232450049,am,Addis Ababa,False
38.75196962,9.01459536,Fri Jan 26 20:28:09 +0000 2018,"#ኢየሱስ_አማላጄ
============
የእግዚአብሔርን ቃል #በስምምነት፣ #በዘመቻ፣ #በአዋጅ፣ ወይም #በአመፅ ልንቀይረው አንችልም። ይልቁንም በእርሱ… https://t.co/xZZSryE0Pp",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",956987142235938816,am,Addis Ababa,False
38.75196962,9.01459536,Wed Jan 10 08:53:11 +0000 2018,"""እግዚአብሔርንም እያመሰገኑ በሕዝብ ሁሉ ፊት #ሞገስ ነበራቸው። ጌታም የሚድኑትን ዕለት ዕለት በእነርሱ ላይ ይጨምር ነበር።"" ሐዋ… https://t.co/GdsOTUFqyi",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",951014041463398400,am,Addis Ababa,False
38.75196962,9.01459536,Wed Dec 27 10:37:43 +0000 2017,"""#That_ye_might_walk_worthy_of_the_Lord unto all pleasing, #being_fruitful_in_every_good_work,… https://t.co/tIcf4B7Xgr",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",945966920808796160,en,Addis Ababa,False
38.75196962,9.01459536,Thu Dec 21 14:32:44 +0000 2017,"""የእግዚአብሔር መንፈስ፥ የጥበብና የማስተዋል መንፈስ፥ የምክርና የኃይል መንፈስ፥ የእውቀትና እግዚአብሔርን የመፍራት መንፈስ ያርፍበታል።
3፤… https://t.co/024tnnKNQR",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",943851736573399040,am,Addis Ababa,False
38.74,9.03,Tue Dec 12 08:18:40 +0000 2017,"""#ከነገድ_እና_ከቋንቋ ተዋጅተን #አንድ_ህዝብ መሆናችንን ለዓለም የምናሳይበት ጊዜ አሁን ነው።""

""ሀገራችን አሁን ላለችበት ሁኔታ መፍትሔ… https://t.co/6kECq8X79R",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",940496108819832832,am,Addis Ababa,False
38.75196962,9.01459536,Sun Dec 03 11:53:12 +0000 2017,"Psalm 1:1―3 ""#Blessed  is he man that walketh not in the counsel of the ungodly, nor standeth in… https://t.co/olEZdZDRC6",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",937288607362142209,en,Addis Ababa,False
38.75196962,9.01459536,Wed Nov 29 18:47:31 +0000 2017,"#የአዲስ_ኪዳን_መስታወት
  ===============
""#እርስ_በርሳችሁ_ትዋደዱ_ዘንድ፥ እንደ ወደድኋችሁ እናንተ ደግሞ እርስ በርሳችሁ ትዋደዱ ዘንድ… https://t.co/DK1eUcSJ6w",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",935943321838526465,am,Addis Ababa,False
38.75196962,9.01459536,Wed Nov 22 06:13:37 +0000 2017,"#የወደቀን_ሰይጣን ማሞካሸት እና የእርሱን ስራ ማገዝ #አይበቃም?
Devil you are defeated and you are a layer! @ New… https://t.co/E9Y1TVYTFB",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",933216880361324544,en,Addis Ababa,False
38.74,9.03,Tue Nov 14 19:00:04 +0000 2017,Just posted a photo @ Sapphire Addis Hotel https://t.co/yfIV3Ixxhy,Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",930510661750345728,en,Addis Ababa,False
38.74,9.03,Sat Oct 28 10:56:35 +0000 2017,"ይህ ፀሎት ዛሬ በጌታ #በኢየሱስ_ክርስቶስ ስም በብዙዎቻችን ላይ ይፈፀም!
#አሜን @ Addis Ababa, Ethiopia https://t.co/K2NOW7LWEQ",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",924228395571048449,und,Addis Ababa,False
38.74,9.03,Thu Oct 26 12:06:09 +0000 2017,"#ተልኮህን_አትርሳ።
#ወንጌል ወደ ውስጥ ሳይሆን ወደ ውጪ ነው! ወደ ውጪ ማብሰር ስታቆም ወደ ውስጥ መነካከስ ትጀምራለህ! @ Addis Ababa,… https://t.co/s82zw9YfTF",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",923521125480529921,am,Addis Ababa,False
