date,user,coordinates,text,place,bounding_box
Sun Jul 25 12:34:04 +0000 2021,abba_nafsoo,no coordinates,Great Africa,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:35:08 +0000 2021,Rutiye,no coordinates,So adorable!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:36:37 +0000 2021,Mered_Pragma,no coordinates,"@metishewyilma “To see the world things dangerous to come to to see behind walls draw closer to find each other and to feel"" this is why",Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:38:19 +0000 2021,MAmedago,no coordinates,#United Nations: Stop instrumenting children in war. - Sign the Petition! https://t.co/0YyhBWbMaS via @Change,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:41:39 +0000 2021,MuleEyob,no coordinates,https://t.co/9zrSXvg2a5,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:42:10 +0000 2021,KhadarXirsi2,no coordinates,@fitsumaregaa What's those children https://t.co/apOWXf1IpU,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:45:53 +0000 2021,Rutiye,no coordinates,@isabel_kwamboka She didn't lie,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:51:44 +0000 2021,LegessShoma,no coordinates,No genocide but TPLF is crying .Why? Without false propaganda TPLF can not survive .If false propaganda ceased TPLF… https://t.co/pnBSh2eTu2,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:55:12 +0000 2021,ZBezabih,no coordinates,Africa should be allowed to employ its vast resources to its own good. Sham and sabotage of the West should end now… https://t.co/9BkX3oMOg2,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:55:23 +0000 2021,Ashebir28561528,no coordinates,@DrTedros https://t.co/ZWwdAPtVqj,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:57:15 +0000 2021,DavTeferra,no coordinates,Do EU USA and NGO; are they really  concerned for Tigrinya or looking for some kind of hidden agenda? Why they are… https://t.co/WeCbH1PpSn,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:57:49 +0000 2021,MAmedago,no coordinates,#United Nations: Stop instrumenting children in war. - Sign the Petition! https://t.co/0YyhBWbMaS via @Change,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 12:59:58 +0000 2021,itsMekdi,no coordinates,@BandamlakYimenu @filloryanne @eyxob_ Same but yours probably will read all your life 😂,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:02:15 +0000 2021,itsMekdi,no coordinates,@filloryanne @eyxob_ Damn you barely seen anything cause look how many @eyxob_ has watched just this year https://t.co/TcoUVK0vW3,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:04:15 +0000 2021,itsMekdi,no coordinates,@BandamlakYimenu @filloryanne @eyxob_ Omg see all your life 👏🏾👏🏾👏🏾,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:06:13 +0000 2021,AbdifatahSidci,no coordinates,𝐈𝐟 𝐲𝐨𝐮𝐫 𝐚𝐫𝐞 𝐞𝐦𝐨𝐭𝐢𝐨𝐧𝐚𝐥𝐥𝐲 𝐚𝐭𝐭𝐚𝐜𝐡𝐞𝐝 𝐭𝐨 𝐲𝐨𝐮𝐫 𝐭𝐫𝐢𝐛𝐞 𝐫𝐞𝐥𝐢𝐠𝐢𝐨𝐧 𝐨𝐫 𝐩𝐨𝐥𝐢𝐭𝐢𝐜𝐚𝐥 𝐥𝐞𝐚𝐧𝐢𝐧𝐠𝐬 𝐭𝐨 𝐭𝐡𝐞 𝐩𝐨𝐢𝐧𝐭 𝐭𝐡𝐚𝐭 𝐓𝐫𝐮𝐭𝐡 &amp; 𝐉𝐮𝐬𝐭𝐢𝐜𝐞 𝐛𝐞… https://t.co/532UW7EX9a,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:08:12 +0000 2021,ZerubabbelMolla,no coordinates,እነሆ ፪ተኛ ዓመት ... https://t.co/GTMZdfbH90,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:15:41 +0000 2021,MolalgneA,no coordinates,ኢትዮጵያ አሜሪካን አይደለችም መንገደኛ ተጓዥ ያገኛ ሃገር አይደለችም።ኢትዮጵያ ማለት መሰረተ አለም ናት።ምሳሌ፦የሰው ዘር መገኛ ሉሲ እና ዲኪካ ዘብሄረ አፋር፤ https://t.co/0QWCMMi3kJ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:21:55 +0000 2021,EmamAdem1,no coordinates,@martinplaut https://t.co/kgBxMJX9SW,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:34:38 +0000 2021,EmamAdem1,no coordinates,@reda_getachew ጌቾ ስትጠቂ ወደ ጉድጓድሽ ስትለቀቂ ትግራይ ትኣስር !!! ትገርሚያለሽ!!!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:35:52 +0000 2021,SaddikSh,no coordinates,Large crowds in major cities in #Afar marched in Prostest against the recent #TPLF's horrific attacks on civilian i… https://t.co/CHZpZxsqAA,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:41:31 +0000 2021,EmamAdem1,no coordinates,https://t.co/3OpGw3O3Tx,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:43:32 +0000 2021,SudaneseCulture,no coordinates,That's the Beauty of Our Culture  ... 🇸🇩🇸🇩🇸🇩 #SudaneseCulture #ثقافة_سودانية https://t.co/vJ4qiaTPHe,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Sun Jul 25 13:48:43 +0000 2021,itsMekdi,no coordinates,@filloryanne @BandamlakYimenu @eyxob_ Not as much as @eyxob_ and @BandamlakYimenu but minim allium https://t.co/3O91JQWmiH,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:50:33 +0000 2021,ttotto11256465,no coordinates,لا إله إلا أنت ربي :--    اللهم فك كربتي، وآنس وحدتي،وأصلح حالي، وأغنني من فضلك، و أذهب همومي وغمومي، واخذل عدوى،… https://t.co/D3KZDPJxnK,السودان,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Sun Jul 25 13:51:20 +0000 2021,8857998fb631456,no coordinates,@ProfKindeya https://t.co/IECJmlWbDO,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:55:51 +0000 2021,DavTeferra,no coordinates,የጭንቅላት እሥረኞችን ልፍታ ባለ፣ አንድ ሁኑ ባለ ጠመዱብን። ጌታ ይገስጻቸዉ። https://t.co/or7FAoCnKB,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:57:44 +0000 2021,jaalAmanAman,no coordinates,@SolNeverSettel @anewarr99 Tadiya min chigir ale inezim biyawut,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:57:45 +0000 2021,mohamed_magool,[42.8 9.35],Jijiga @ Jijiga https://t.co/qaVnmidSeU,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:58:10 +0000 2021,Getinet73370858,no coordinates,Every ethiopian must know aboutThis share it now https://t.co/84HRJ2Bk7A,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:58:47 +0000 2021,8857998fb631456,no coordinates,@martinplaut We understand very well that the TPLF is working to destroy our country. I assure you you will not succeed.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 13:59:31 +0000 2021,alemu_markos,no coordinates,@Lilyb16656590 @Mohas0 ልክ እንደ አፄ ሚኒሊክ ጊዜ ኢትዮጵያ ትጣራለች :: ድሮ ሁሉም ተሽቀዳደመ እንጂ ኃላ የቀረ አልነበረም:: ተሽቀዳደሙ!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:01:16 +0000 2021,kiru_bell,no coordinates,#ethiopianairlines #ethiopianairline #የኢትዮጵያአየርመንገድ #inthecloud #intheclouds☁️ #Travel #flyethiopian #Fly #Plane… https://t.co/vfGEeRmHxC,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:04:17 +0000 2021,kiru_bell,no coordinates,#ethiopianairlines #ethiopianairline #የኢትዮጵያአየርመንገድ #inthecloud #intheclouds☁️ #Travel #flyethiopian #Fly #Plane… https://t.co/65UNdNwtji,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:04:39 +0000 2021,alemu_markos,no coordinates,@martinplaut The railway must have been blocked by now! You said that daily for over 2 weeks now! Is the junta a tu… https://t.co/pYOJQ4WMOj,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:07:05 +0000 2021,alemu_markos,no coordinates,@veronica_melaku አማራ ለ30 ዓመታት በህወሃት ያየውን ፍዳ እንዲያወራርድ እድሉ ተሰጥቶታል:: ተጠቀሙበት!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:09:01 +0000 2021,iamceyptic,no coordinates,@eyxob_ @itsMekdi Smooth https://t.co/nJVX6sWCXF,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:11:07 +0000 2021,jaalAmanAman,no coordinates,@AlemayehuGK Hager minim alonechim tigrayim hone Amara huletum andi nachew silezi atrebishen wendim wendimun biketa minchigir alew,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:11:27 +0000 2021,iamceyptic,no coordinates,@simpp4you https://t.co/XPo3MAHRkm,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:12:44 +0000 2021,han_w_d,no coordinates,#EthiopiaPrevails,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:13:53 +0000 2021,han_w_d,no coordinates,@Gfasil እራሱም አልገባውም ምን ለማለት እንደፈለገ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:13:56 +0000 2021,jaalAmanAman,no coordinates,@AmuTigraway @melmoh25 @SecBlinken @USAmbUN Rasin chile awura ye Oromoo telat Amara bichanew,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:14:41 +0000 2021,han_w_d,no coordinates,#EthiopiaPrevails,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:15:27 +0000 2021,iamceyptic,no coordinates,This !!!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:17:39 +0000 2021,chali4PA,no coordinates,@AnnaChalkley @lborouniversity @LboroSSEHS Congratulations Anna 👏👏👏,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:17:51 +0000 2021,han_w_d,no coordinates,@ArayaTesfamari1 https://t.co/AoAmGVahsk,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:18:13 +0000 2021,23Shemelis,no coordinates,@ShimelisAbdisa Guji kercha Land of coffee....our president please we demand a road... https://t.co/FOyD9h0cfg,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:21:20 +0000 2021,han_w_d,no coordinates,@RArarssa 🖕🏾,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:21:23 +0000 2021,saygli51,no coordinates,Selamun Aleyküm;Elhamdülillah Hayatımın En Bereketli ve En Meşakkatli Zamanlarından Olan 9 Aylık Sudan Yolculuğumu… https://t.co/IW3XfiP6F6,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Sun Jul 25 14:24:54 +0000 2021,8857998fb631456,no coordinates,@sanusi90064 Yes bro,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:31:54 +0000 2021,iamceyptic,no coordinates,@KassaNatnael If u do become one  would you mind sharing cuz this 9-5 bullshit ain't for me 😒😒,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:32:42 +0000 2021,iamceyptic,no coordinates,@amentosh_ You need Jesus,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:34:06 +0000 2021,cj3ethiopia,no coordinates,#France #USA began fourth quarter with six point deficit #Tokyo2020 #TokyoOlympics https://t.co/K42e8261KD,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:34:16 +0000 2021,samuelseleshi1,no coordinates,Where are the true Ethiopians who defend everybody in this horrible time??Those who oppose the genocide in tegray a… https://t.co/HbcLGdvaO5,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:36:05 +0000 2021,ZBezabih,no coordinates,@martinplaut You are sad and pathetic individual. Low life and unworthy being didn’t forgot the human side u don’… https://t.co/kCbshqJtIs,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:36:26 +0000 2021,Getaneh03,no coordinates,🎼🎼እሁድን ከታምራት ጋር🎼🎼❤❤❤ሊጀማምረኝ ነው!❤❤❤አትፍረዱብኝ በስተርጅና አይኔ😍😍😍 ጉድ አድርጓኝ ነው። https://t.co/7z1FJbHIGV,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:37:40 +0000 2021,ZBezabih,no coordinates,@DanielsonKassa1 @RAbdiAnalyst @Tmhtvnews @maya_diko @nytimes @Mahlet__alemu @ETFactCheck @EthioLove100 @Besu21 Classic lmao ..,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:38:42 +0000 2021,alemu_markos,no coordinates,@MarksSimon The terrorist TPLF is surrounded by every regional force including Afar Oromia Sidama Somalis..prov… https://t.co/wqAz8XeEyN,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:39:51 +0000 2021,samuelseleshi1,no coordinates,@Sally_Keeble @getachew_temare አዉሬ!!ልክስክስ ዘረኛ!!ፈሪ!!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:41:48 +0000 2021,ZBezabih,no coordinates,@BirhanuLenjiso @maya_diko @AbiyAhmedAli To be fair #UnitedStates have never been a partner for Ethiopian people.… https://t.co/YgsONjsgfX,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:41:49 +0000 2021,samuelseleshi1,no coordinates,@NatnaelMekonne7 ከሻቢያ ይሻላል ሹካ ማንኪያና ካልሲ ከሚዘርፈዉ!!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:48:07 +0000 2021,daayne3000,no coordinates,@AbbaSheger The retired journalist became panic and waiver himself to trigger the conflict between peoples of the s… https://t.co/mbrtQS9DPs,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:48:51 +0000 2021,dawit14612052,no coordinates,#USAERUWFP UNAUN https://t.co/vdtErk5w84,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:52:05 +0000 2021,ZBezabih,no coordinates,Ethiopia always stands with justice and never accept an ill advised attempt to twist our hands.… https://t.co/kCHRAzviui,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:57:21 +0000 2021,IHAAK89,no coordinates,https://t.co/ZVH7DGO8n9,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:57:22 +0000 2021,IHAAK89,no coordinates,https://t.co/5yvcprhRxv,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:59:12 +0000 2021,han_w_d,no coordinates,#TPLFChildSoldiers #ChildrenNotSoldiers #TPLFisaTerroristGroup #ChildrenOfTigray #EthiopiaPrevails #Eth @UN @UN_HRC… https://t.co/UbdOwik0bf,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 14:59:35 +0000 2021,han_w_d,no coordinates,https://t.co/AoAmGVahsk,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:01:35 +0000 2021,Z_Ethiopian143,no coordinates,#War wasn't the solution.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:03:25 +0000 2021,TayeNani,no coordinates,ገብርኤልዬ ❤️ https://t.co/pSPDUAvBTX,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:09:05 +0000 2021,dr_zelalem,no coordinates,“Let's Talk About The Different Types of COVID-19 Vaccines ⏺“ with @fitse_t Fitsumberhan Medhane @ermiasmd… https://t.co/5EKRA93jBC,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:10:15 +0000 2021,AfeworkLemma8,no coordinates,Childes for fight https://t.co/pKksFKv9sx,Totot Traditional Restaurant,[[[38.806146 9.007249] [38.806146 9.007249] [38.806146 9.007249] [38.806146 9.007249]]]
Sun Jul 25 15:12:53 +0000 2021,Almajirin_Allah,no coordinates,The scary part of this life is someone somewhere is about to die in few minutes/hours time without him knowing. He… https://t.co/atbZInqf8w,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:14:15 +0000 2021,BinaaSudanParty,no coordinates,يضمن أسلوب #حكومة_الظل أن العناصر التي ستتقدم للقيادة هي عناصر صاحبة كفاءة وقدرات وذلك لأنها ستعرض على المواطنين وي… https://t.co/XTQG3ymJbz,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Sun Jul 25 15:14:16 +0000 2021,BinaaSudanParty,no coordinates,من ورقة كيف ولماذا #حزب_بناء_السودانللانضمام لحزب بناء السودان يمكنكم ملء الاستمارة على الرابط التالي… https://t.co/bkhJhXNBXe,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Sun Jul 25 15:16:26 +0000 2021,Z_Ethiopian143,no coordinates,@awolallo አዕምሮው በሞራ የፋፋ ሰው ከዚ የተሻለ ማሰብ አይችልም,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:22:35 +0000 2021,Abea30242687,no coordinates,Agegnehu teshager says Tigray all people are our #Enemy so we must to disapeare  he makes #genocide #USAACTKNOW#UNActNow #Tigraycanotwait,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:22:39 +0000 2021,alemu_markos,no coordinates,@DanielsonKassa1 @RAbdiAnalyst @Tmhtvnews @maya_diko @nytimes @Mahlet__alemu @ETFactCheck @EthioLove100 @Besu21 Wha… https://t.co/SkNP2tMeUF,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:25:29 +0000 2021,IhabFathiSulima,no coordinates,What is the diagnosis? https://t.co/yXxsCfmcpR,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Sun Jul 25 15:27:27 +0000 2021,alemu_markos,no coordinates,@SolBogale @PowerUSAID @AmbassadorRice @POTUS @SecBlinken @AbiyAhmedAli @ASDem They have a strategy of supporting t… https://t.co/v6RfZXNqX6,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:33:43 +0000 2021,Robsi_101,no coordinates,@23Bezawit Camon babe 😋,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:35:32 +0000 2021,alemu_markos,no coordinates,@markc_anderson So for you a more stable Ethiopia comes only when the terrorist genocider TPLF advances to Amhara… https://t.co/E6F6WeniUQ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:39:30 +0000 2021,SileshiAyalew1,no coordinates,10000+ Amharas have been displaced from  #Alamata and #Korem to escape reprisal killings by #TPLFisaTerroristGroup… https://t.co/2z3GLEpJBG,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:40:08 +0000 2021,alemu_markos,no coordinates,@TghatMedia @AgegnehuT Just the opposite! He said “the people of Tigray is innocent only the TPLF is enemy for Amh… https://t.co/2YUZFL7QwP,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:40:32 +0000 2021,TayeNani,no coordinates,@Mebrate18 እንኳን አብሮ አደረሰን🙌🏽,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:40:48 +0000 2021,MOESTACKS300,no coordinates,Never met Jay Z but in my Hood I’m like HOV,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:45:19 +0000 2021,chanyeol_bunny,no coordinates,EXOLS will release a solo debut on Aug.05 2021 . https://t.co/UogLe6TVByDrop the tags. #엑소를위한엑소엘의선물… https://t.co/JjhTYTQ4Wm,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:47:03 +0000 2021,alemu_markos,no coordinates,@SamsonMichailo1 @NeaminZeleke @AbiyAhmedAli @wdavison10 Yes but that can just happen after killing 💯 millions of… https://t.co/nZeCu38Tmt,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:47:26 +0000 2021,SitraKumel,no coordinates,@Elborow1 Ameen hayatii❤️,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:49:01 +0000 2021,IHAAK89,no coordinates,https://t.co/CFaEAH2w5D,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:49:57 +0000 2021,MikiyasTes,no coordinates,@melak_abera https://t.co/IlTJYKULiF,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:52:35 +0000 2021,itskyale,no coordinates,@ItsDerricky 😅,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:52:39 +0000 2021,alemu_markos,no coordinates,@NatnaelMekonne7 ጁንታው የት አባቱ ሊደርስ ነው : እንደ እብድ አውሬ የሚያቅበዥብዥው? መቶ ሚሊዮን ህዝብ እንደ ጭራቅ እንደሚጠላው ጠፍቶት ሳይሆን እርቦት ለዘረፋ የሚርመጠ… https://t.co/GJNtLFVDLz,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 15:53:02 +0000 2021,AfeworkLemma8,no coordinates,@NatnaelMekonne7 https://t.co/BYLKHCzukt,Galani Coffee,[[[38.817703 9.006912] [38.817703 9.006912] [38.817703 9.006912] [38.817703 9.006912]]]
Sun Jul 25 15:54:43 +0000 2021,CheMan86611300,no coordinates,@HayieYesus R u in frontline of war? So don't surprise me pls. Period ale gacho,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 25 16:03:02 +0000 2021,Z_Ethiopian143,no coordinates,#freeonlinecoursesStudy and complete a free Alison course with my link for 10% off your first purchase https://t.co/C89CpEtkYH,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
